2025-10-20 09:33:05 - INFO - ================================================================================
2025-10-20 09:33:05 - INFO - INICIO DE EJECUCIÓN - Algoritmo Genético España
2025-10-20 09:33:05 - INFO - Log guardado en: logs\20_09_33_SA_vs_Elit10.log
2025-10-20 09:33:05 - INFO - ================================================================================
2025-10-20 09:33:05 - INFO - 
================================================================================
2025-10-20 09:33:05 - INFO - ALGORITMO GENÉTICO
2025-10-20 09:33:05 - INFO - ================================================================================
2025-10-20 09:33:05 - INFO - Días: 20
2025-10-20 09:33:05 - INFO - Lugares/día: 12
2025-10-20 09:33:05 - INFO - Población: 750
2025-10-20 09:33:05 - INFO - Tiempo límite: 4h 0m (4.00h)
2025-10-20 09:33:05 - INFO - Elitismo: 10%
2025-10-20 09:33:05 - INFO - Reparación probabilística: 70% (30% mantienen diversidad)
2025-10-20 09:33:05 - INFO - Dataset: 2237 lugares en 20 ciudades
2025-10-20 09:33:05 - INFO - 💡 Presiona 'q' + ENTER en cualquier momento para detener y guardar el mejor resultado
2025-10-20 09:33:05 - INFO - ================================================================================

2025-10-20 09:33:05 - INFO - Creando población inicial
2025-10-20 09:38:05 - INFO - Evaluando población inicial
2025-10-20 09:38:10 - INFO - 
Iniciando evolución (hasta 14400s)...

2025-10-20 09:39:15 - INFO -   Gen    7 | Tiempo:    6.0m (resta: 233m) | Fitness:    126.9 | Puntos: 16637 | Dist:   153.3km
2025-10-20 09:40:19 - INFO -   Gen   16 | Tiempo:    7.1m (resta: 232m) | Fitness:    130.5 | Puntos: 16965 | Dist:   157.1km
2025-10-20 09:41:26 - INFO -   Gen   26 | Tiempo:    8.2m (resta: 231m) | Fitness:    132.6 | Puntos: 16658 | Dist:   163.4km
2025-10-20 09:42:31 - INFO -   Gen   34 | Tiempo:    9.3m (resta: 230m) | Fitness:    136.2 | Puntos: 16718 | Dist:   152.0km
2025-10-20 09:43:34 - INFO -   Gen   43 | Tiempo:   10.4m (resta: 229m) | Fitness:    138.6 | Puntos: 16707 | Dist:   149.2km
2025-10-20 09:44:18 - INFO -   Gen   50 | Tiempo:   11.1m (resta: 228m) | Fitness:    140.1 | Puntos: 17020 | Dist:   169.5km
2025-10-20 09:45:22 - INFO -   Gen   61 | Tiempo:   12.2m (resta: 227m) | Fitness:    141.0 | Puntos: 17074 | Dist:   145.6km
2025-10-20 09:46:26 - INFO -   Gen   72 | Tiempo:   13.2m (resta: 226m) | Fitness:    144.2 | Puntos: 17350 | Dist:   134.0km
2025-10-20 09:47:29 - INFO -   Gen   83 | Tiempo:   14.3m (resta: 225m) | Fitness:    148.2 | Puntos: 17231 | Dist:   143.4km
2025-10-20 09:48:30 - INFO -   Gen   94 | Tiempo:   15.3m (resta: 224m) | Fitness:    148.2 | Puntos: 17231 | Dist:   143.4km
2025-10-20 09:49:03 - INFO -   Gen  100 | Tiempo:   15.9m (resta: 224m) | Fitness:    148.3 | Puntos: 17365 | Dist:   147.6km
2025-10-20 09:50:07 - INFO -   Gen  112 | Tiempo:   16.9m (resta: 223m) | Fitness:    149.8 | Puntos: 17221 | Dist:   129.8km
2025-10-20 09:51:12 - INFO -   Gen  124 | Tiempo:   18.0m (resta: 221m) | Fitness:    151.6 | Puntos: 17308 | Dist:   149.7km
2025-10-20 09:52:13 - INFO -   Gen  135 | Tiempo:   19.0m (resta: 220m) | Fitness:    151.7 | Puntos: 17310 | Dist:   151.6km
2025-10-20 09:53:17 - INFO -   Gen  146 | Tiempo:   20.1m (resta: 219m) | Fitness:    152.9 | Puntos: 17535 | Dist:   141.3km
2025-10-20 09:53:39 - INFO -   Gen  150 | Tiempo:   20.5m (resta: 219m) | Fitness:    153.5 | Puntos: 17498 | Dist:   151.2km
2025-10-20 09:54:44 - INFO -   Gen  162 | Tiempo:   21.6m (resta: 218m) | Fitness:    153.5 | Puntos: 17498 | Dist:   151.2km
2025-10-20 09:55:47 - INFO -   Gen  174 | Tiempo:   22.6m (resta: 217m) | Fitness:    153.9 | Puntos: 17253 | Dist:   146.7km
2025-10-20 09:56:49 - INFO -   Gen  186 | Tiempo:   23.7m (resta: 216m) | Fitness:    153.9 | Puntos: 17253 | Dist:   146.7km
2025-10-20 09:57:54 - INFO -   Gen  198 | Tiempo:   24.7m (resta: 215m) | Fitness:    154.4 | Puntos: 17494 | Dist:   150.8km
2025-10-20 09:58:04 - INFO -   Gen  200 | Tiempo:   24.9m (resta: 215m) | Fitness:    154.4 | Puntos: 17494 | Dist:   150.8km
2025-10-20 09:59:07 - INFO -   Gen  212 | Tiempo:   25.9m (resta: 214m) | Fitness:    154.4 | Puntos: 17494 | Dist:   150.8km
2025-10-20 10:00:09 - INFO -   Gen  224 | Tiempo:   27.0m (resta: 213m) | Fitness:    154.4 | Puntos: 17494 | Dist:   150.8km
2025-10-20 10:01:11 - INFO -   Gen  236 | Tiempo:   28.0m (resta: 211m) | Fitness:    155.7 | Puntos: 17473 | Dist:   142.4km
2025-10-20 10:02:14 - INFO -   Gen  248 | Tiempo:   29.1m (resta: 210m) | Fitness:    155.7 | Puntos: 17473 | Dist:   142.4km
2025-10-20 10:02:24 - INFO -   Gen  250 | Tiempo:   29.2m (resta: 210m) | Fitness:    155.7 | Puntos: 17473 | Dist:   142.4km
2025-10-20 10:03:27 - INFO -   Gen  262 | Tiempo:   30.3m (resta: 209m) | Fitness:    155.9 | Puntos: 17427 | Dist:   136.6km
2025-10-20 10:04:27 - INFO -   Gen  273 | Tiempo:   31.3m (resta: 208m) | Fitness:    156.2 | Puntos: 17431 | Dist:   139.9km
2025-10-20 10:05:31 - INFO -   Gen  284 | Tiempo:   32.3m (resta: 207m) | Fitness:    156.2 | Puntos: 17431 | Dist:   139.9km
2025-10-20 10:06:34 - INFO -   Gen  296 | Tiempo:   33.4m (resta: 206m) | Fitness:    156.3 | Puntos: 17458 | Dist:   134.7km
2025-10-20 10:06:55 - INFO -   Gen  300 | Tiempo:   33.7m (resta: 206m) | Fitness:    156.3 | Puntos: 17458 | Dist:   134.7km
2025-10-20 10:07:59 - INFO -   Gen  312 | Tiempo:   34.8m (resta: 205m) | Fitness:    156.7 | Puntos: 17463 | Dist:   131.2km
2025-10-20 10:09:02 - INFO -   Gen  324 | Tiempo:   35.9m (resta: 204m) | Fitness:    156.7 | Puntos: 17463 | Dist:   131.2km
2025-10-20 10:10:06 - INFO -   Gen  336 | Tiempo:   36.9m (resta: 203m) | Fitness:    156.9 | Puntos: 17486 | Dist:   131.7km
2025-10-20 10:11:09 - INFO -   Gen  348 | Tiempo:   38.0m (resta: 202m) | Fitness:    157.0 | Puntos: 17453 | Dist:   136.0km
2025-10-20 10:11:20 - INFO -   Gen  350 | Tiempo:   38.2m (resta: 201m) | Fitness:    157.0 | Puntos: 17453 | Dist:   136.0km
2025-10-20 10:12:21 - INFO -   Gen  361 | Tiempo:   39.2m (resta: 200m) | Fitness:    157.5 | Puntos: 17495 | Dist:   129.1km
2025-10-20 10:13:22 - INFO -   Gen  372 | Tiempo:   40.2m (resta: 199m) | Fitness:    157.9 | Puntos: 17505 | Dist:   135.1km
2025-10-20 10:14:25 - INFO -   Gen  383 | Tiempo:   41.2m (resta: 198m) | Fitness:    157.9 | Puntos: 17505 | Dist:   135.1km
2025-10-20 10:15:26 - INFO -   Gen  394 | Tiempo:   42.3m (resta: 197m) | Fitness:    157.9 | Puntos: 17505 | Dist:   135.1km
2025-10-20 10:16:00 - INFO -   Gen  400 | Tiempo:   42.8m (resta: 197m) | Fitness:    157.9 | Puntos: 17505 | Dist:   135.1km
2025-10-20 10:17:02 - INFO -   Gen  411 | Tiempo:   43.8m (resta: 196m) | Fitness:    157.9 | Puntos: 17505 | Dist:   135.1km
2025-10-20 10:18:04 - INFO -   Gen  422 | Tiempo:   44.9m (resta: 195m) | Fitness:    157.9 | Puntos: 17505 | Dist:   135.1km
2025-10-20 10:19:06 - INFO -   Gen  433 | Tiempo:   45.9m (resta: 194m) | Fitness:    157.9 | Puntos: 17505 | Dist:   133.7km
2025-10-20 10:20:10 - INFO -   Gen  444 | Tiempo:   47.0m (resta: 193m) | Fitness:    158.3 | Puntos: 17463 | Dist:   130.5km
2025-10-20 10:20:43 - INFO -   Gen  450 | Tiempo:   47.5m (resta: 192m) | Fitness:    158.3 | Puntos: 17463 | Dist:   130.5km
2025-10-20 10:21:43 - INFO -   Gen  461 | Tiempo:   48.5m (resta: 191m) | Fitness:    158.3 | Puntos: 17463 | Dist:   130.5km
2025-10-20 10:22:46 - INFO -   Gen  472 | Tiempo:   49.6m (resta: 190m) | Fitness:    158.4 | Puntos: 17454 | Dist:   142.5km
2025-10-20 10:23:47 - INFO -   Gen  483 | Tiempo:   50.6m (resta: 189m) | Fitness:    158.4 | Puntos: 17454 | Dist:   141.3km
2025-10-20 10:24:48 - INFO -   Gen  494 | Tiempo:   51.6m (resta: 188m) | Fitness:    158.4 | Puntos: 17529 | Dist:   127.6km
2025-10-20 10:25:21 - INFO -   Gen  500 | Tiempo:   52.2m (resta: 187m) | Fitness:    158.7 | Puntos: 17507 | Dist:   130.4km
2025-10-20 10:26:24 - INFO -   Gen  511 | Tiempo:   53.2m (resta: 186m) | Fitness:    158.7 | Puntos: 17512 | Dist:   128.6km
