2025-10-17 03:18:03 - INFO - ================================================================================
2025-10-17 03:18:03 - INFO - INICIO DE EJECUCIÓN - Algoritmo Genético España
2025-10-17 03:18:03 - INFO - Log guardado en: logs\Pob_1000_17_03_18.log
2025-10-17 03:18:03 - INFO - ================================================================================
2025-10-17 03:18:03 - INFO - 
================================================================================
2025-10-17 03:18:03 - INFO - ALGORITMO GENÉTICO
2025-10-17 03:18:03 - INFO - ================================================================================
2025-10-17 03:18:03 - INFO - Días: 20
2025-10-17 03:18:03 - INFO - Lugares/día: 12
2025-10-17 03:18:03 - INFO - Población: 1000
2025-10-17 03:18:03 - INFO - Tiempo límite: 8h 0m (8.00h)
2025-10-17 03:18:03 - INFO - Elitismo: 15%
2025-10-17 03:18:03 - INFO - Dataset: 1367 lugares en 10 ciudades
2025-10-17 03:18:03 - INFO - ================================================================================

2025-10-17 03:18:03 - INFO - Creando población inicial
2025-10-17 03:18:06 - INFO - Evaluando población inicial
2025-10-17 03:18:37 - INFO - 
Iniciando evolución (hasta 28800s)...

2025-10-17 03:19:50 - INFO -   Gen    2 | Tiempo:    1.2m (resta: 478m) | Fitness: -66294.3 | Puntos: 12416 | Dist:   255.4km
2025-10-17 03:21:05 - INFO -   Gen    4 | Tiempo:    2.4m (resta: 477m) | Fitness: -31707.9 | Puntos: 12657 | Dist:   271.7km
2025-10-17 03:22:18 - INFO -   Gen    6 | Tiempo:    3.6m (resta: 476m) | Fitness: -31671.3 | Puntos: 12694 | Dist:   272.9km
2025-10-17 03:23:28 - INFO -   Gen    8 | Tiempo:    4.8m (resta: 475m) | Fitness: -30682.5 | Puntos: 12650 | Dist:   279.6km
2025-10-17 03:24:36 - INFO -   Gen   10 | Tiempo:    6.0m (resta: 474m) | Fitness: -30682.5 | Puntos: 12650 | Dist:   279.6km
2025-10-17 03:25:39 - INFO -   Gen   12 | Tiempo:    7.1m (resta: 472m) | Fitness: -18652.1 | Puntos: 12582 | Dist:   284.1km
2025-10-17 03:27:06 - INFO -   Gen   15 | Tiempo:    8.6m (resta: 471m) | Fitness: -18652.1 | Puntos: 12582 | Dist:   284.1km
2025-10-17 03:28:21 - INFO -   Gen   18 | Tiempo:    9.9m (resta: 470m) | Fitness: -11842.8 | Puntos: 12473 | Dist:   222.2km
2025-10-17 03:29:38 - INFO -   Gen   22 | Tiempo:   11.3m (resta: 468m) | Fitness:  -3874.3 | Puntos: 12707 | Dist:   236.5km
2025-10-17 03:30:38 - INFO -   Gen   26 | Tiempo:   12.3m (resta: 467m) | Fitness:   8099.1 | Puntos: 12259 | Dist:   199.7km
2025-10-17 03:31:42 - INFO -   Gen   31 | Tiempo:   13.4m (resta: 466m) | Fitness:   8628.7 | Puntos: 12596 | Dist:   224.4km
2025-10-17 03:32:42 - INFO -   Gen   36 | Tiempo:   14.4m (resta: 465m) | Fitness:   8628.7 | Puntos: 12596 | Dist:   224.4km
2025-10-17 03:33:51 - INFO -   Gen   41 | Tiempo:   15.6m (resta: 464m) | Fitness:   8734.7 | Puntos: 12603 | Dist:   227.6km
2025-10-17 03:34:57 - INFO -   Gen   46 | Tiempo:   16.7m (resta: 463m) | Fitness:   8983.3 | Puntos: 12752 | Dist:   229.0km
2025-10-17 03:35:46 - INFO -   Gen   50 | Tiempo:   17.5m (resta: 462m) | Fitness:   9089.6 | Puntos: 12757 | Dist:   224.5km
2025-10-17 03:36:46 - INFO -   Gen   56 | Tiempo:   18.5m (resta: 461m) | Fitness:   9164.7 | Puntos: 12631 | Dist:   221.1km
2025-10-17 03:37:53 - INFO -   Gen   63 | Tiempo:   19.7m (resta: 460m) | Fitness:   9184.6 | Puntos: 12752 | Dist:   224.8km
2025-10-17 03:39:02 - INFO -   Gen   71 | Tiempo:   20.8m (resta: 459m) | Fitness:   9319.1 | Puntos: 12787 | Dist:   226.3km
2025-10-17 03:40:02 - INFO -   Gen   78 | Tiempo:   21.8m (resta: 458m) | Fitness:   9405.0 | Puntos: 12770 | Dist:   216.6km
2025-10-17 03:41:02 - INFO -   Gen   85 | Tiempo:   22.8m (resta: 457m) | Fitness:   9503.9 | Puntos: 12769 | Dist:   217.0km
2025-10-17 03:42:10 - INFO -   Gen   93 | Tiempo:   24.0m (resta: 456m) | Fitness:   9541.0 | Puntos: 12908 | Dist:   223.3km
2025-10-17 03:43:11 - INFO -   Gen  100 | Tiempo:   25.0m (resta: 455m) | Fitness:   9569.9 | Puntos: 12735 | Dist:   217.0km
2025-10-17 03:44:12 - INFO -   Gen  107 | Tiempo:   26.0m (resta: 453m) | Fitness:   9582.8 | Puntos: 12752 | Dist:   230.7km
